designation,source_id,ra,dec,parallax,pmra,pmdec,ruwe,phot_g_mean_mag,bp_rp,radial_velocity,phot_variable_flag,non_single_star,has_xp_continuous,has_xp_sampled,has_rvs,has_epoch_photometry,has_epoch_rv,has_mcmc_gspphot,has_mcmc_msc,teff_gspphot,logg_gspphot,mh_gspphot,distance_gspphot,azero_gspphot,ag_gspphot,ebpminrp_gspphot
"Gaia DR3 65275978117702528",65275978117702528,56.44870518082098,24.1736025102826,0.6396849484198364,-0.7736511923369405,-1.70977238576907,1.1034166,19.056385,1.7257137,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276046837191552",65276046837191552,56.453477532687806,24.18500708051532,0.9321969098880785,4.3216842162945,-7.471133173768342,1.0163145,18.383293,1.5180836,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3962.894,4.7062,-2.795,584.4004,0.0065,0.0048,0.0026
"Gaia DR3 65276081196907008",65276081196907008,56.40891007552932,24.167325459196597,1.5489356954494586,12.007726531142476,5.673578425846309,0.98624516,18.285696,2.3714561,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,3438.0042,4.5242,-0.6402,449.5314,0.9365,0.6113,0.3806
"Gaia DR3 65276154212603392",65276154212603392,56.398670036123725,24.177092953203168,0.3192998919447114,1.892742334083339,-2.1171918225128343,1.0225555,17.19646,1.0243626,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5110.9355,4.7901,-1.7249,1177.6715,0.1136,0.0922,0.0502
"Gaia DR3 65276154212604288",65276154212604288,56.39145179475686,24.169493262901895,0.2551761253213265,3.4894940070533718,-3.994527437264918,1.0261874,18.595928,1.2527752,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4350.1147,4.8008,-2.3741,1106.4619,0.0031,0.0024,0.0013
"Gaia DR3 65276154212604416",65276154212604416,56.39498517973091,24.166078141234664,2.149684101799129,7.74619364212398,6.520730256992232,1.157764,20.28389,1.2363529,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276184276134272",65276184276134272,56.4046593389612,24.174791448315446,0.07481717972518032,-0.767381884881619,-2.9532301320871825,0.9656126,19.242645,1.2802925,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276188570919040",65276188570919040,56.40806073776057,24.184908697281823,0.37031631682408905,0.5219566844424831,-1.4726710069934446,1.1758249,20.448109,0.9507351,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276188570919808",65276188570919808,56.39941112572165,24.17915983492783,-0.8179187442484641,0.9312445277183163,0.20274194490822484,1.0897919,20.224901,0.9854584,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276188571177344",65276188571177344,56.40132319014104,24.18026807523525,,,,,20.999105,1.1755409,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276188572339072",65276188572339072,56.407245203338995,24.189612752813662,0.8787744816527925,5.1173879889626335,-2.8962815030626015,1.0573999,17.776491,1.6991215,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3928.3628,4.7466,-0.4034,766.2181,0.078,0.0562,0.0306
"Gaia DR3 65276188572341632",65276188572341632,56.401398284954546,24.17833852184188,0.5624021727249885,2.655575719041876,0.8675534223951988,0.9896892,16.284544,1.0569706,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5591.1406,4.5996,-0.9468,1077.0393,0.5543,0.4553,0.248
"Gaia DR3 65276222930915328",65276222930915328,56.43157483309352,24.185032768798514,0.9267218757425819,-1.9356398908772672,-6.107153367106523,0.96872586,20.699017,2.1041222,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276257291813248",65276257291813248,56.434260184092764,24.19422868101735,0.32134782441536597,0.5546103982089464,-0.8921106843355089,0.9956288,18.117939,1.1326351,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4650.6724,4.928,-2.8151,1084.7402,0.1714,0.1342,0.0728
"Gaia DR3 65276291651552896",65276291651552896,56.41454412002408,24.196824247635266,0.13803283268270766,0.451943008927617,-0.31050249281209746,1.344966,15.358004,1.419158,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5142.5474,3.5616,-0.1286,2252.434,1.0489,0.821,0.4401
"Gaia DR3 65276321715114880",65276321715114880,56.42300659836148,24.203565442717345,0.20988192537051778,0.04727093494637369,-1.5850648597521961,1.0407337,18.218279,1.0605087,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4864.4917,4.873,-3.5601,1467.4619,0.017,0.0136,0.0075
"Gaia DR3 65276360368864640",65276360368864640,56.46932743598495,24.18116899473621,0.8726944255412599,15.455409697210495,-0.4127952420951442,1.0644832,19.975384,1.9034939,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276360369180416",65276360369180416,56.46712699434447,24.186854926652384,0.4021842015672414,6.912447570085998,-9.537500996681947,0.95477194,20.11389,1.4407253,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276360371027200",65276360371027200,56.46885774343758,24.188624036472714,0.29972920565817546,1.3702118005265318,-2.4183351366539485,0.9824843,16.893106,1.4168949,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5119.9893,4.6159,-0.4638,1009.3807,0.9723,0.7629,0.4111
"Gaia DR3 65276429090503040",65276429090503040,56.45836179618962,24.199960042719738,0.6102709942963866,-1.9423367040889428,1.2282438028842018,0.9698041,16.836107,1.2033272,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5067.6855,4.7481,-1.3329,898.4178,0.4966,0.3967,0.2158
"Gaia DR3 65276429091052800",65276429091052800,56.46443361024523,24.193373780709727,,,,,15.997505,1.9805384,,"NOT_AVAILABLE",0,true,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276493513802624",65276493513802624,56.49221875621475,24.199061270733687,1.4052952565703336,-4.697483321260133,1.8694847452873669,1.0744089,18.111544,1.9409332,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,3665.0488,4.4795,-1.1862,551.2408,0.749,0.5201,0.2836
"Gaia DR3 65276527873555072",65276527873555072,56.49600844447107,24.21632196065594,0.824048584188414,-1.4147477755597404,-4.880935946182914,1.0103472,17.422256,1.5855217,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4106.242,4.7781,-0.7423,674.7862,0.2184,0.1607,0.086
"Gaia DR3 65276566528301952",65276566528301952,56.48475951679361,24.219636922915125,5.571143149934888,-0.21169912629857102,-7.126161472691361,0.92437685,20.682783,0.99690056,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276600887778688",65276600887778688,56.4936143034146,24.217553566671288,0.21334768125193293,-0.46661242140644094,-2.113875040174011,1.0871166,20.334648,1.804697,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276600888040704",65276600888040704,56.486263579026556,24.22202405991333,,,,,20.825777,1.9591866,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276600889191936",65276600889191936,56.48859403883856,24.22067063774941,0.6339104228085898,4.083574100780156,0.7113498455186397,1.0260786,17.40235,1.1907806,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4803.327,4.8908,-2.2268,877.9991,0.2269,0.1793,0.0977
"Gaia DR3 65276600889192448",65276600889192448,56.4881163627862,24.219835066448816,0.31936505373830504,-0.19518380837457883,-1.7595175348840664,1.0248914,17.877243,1.2020931,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4722.5176,4.8956,-1.948,1063.3247,0.1284,0.1011,0.0551
"Gaia DR3 65276630952756224",65276630952756224,56.453119454786425,24.19963494736225,-0.35922652532769284,25.24628226364012,-2.5214249768294748,1.3028791,19.029335,2.2412777,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276635247517440",65276635247517440,56.45284509346992,24.202196615365768,-1.9017500150985995,-0.035390157679749325,0.12330678742021073,1.0107335,20.269323,0.8787689,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276635247603712",65276635247603712,56.44839250142062,24.19912187357507,-0.7903275364354229,-5.380647004467354,-0.7835612230579379,1.0818269,20.616947,1.2376976,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276635247895296",65276635247895296,56.44698668418037,24.203473406302578,,,,,20.80399,2.5595531,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276665312505344",65276665312505344,56.45330008314635,24.21235166248842,0.21606221585344354,0.09866099257782412,-5.794315769546651,1.4839797,18.166878,1.2669258,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4547.316,4.8788,-1.5659,1149.4218,0.024,0.0186,0.01
"Gaia DR3 65276669608670592",65276669608670592,56.45552462746746,24.220694311468282,1.2780881320457782,8.278500715515278,-11.868099146802438,1.0052688,18.450294,2.2377796,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3614.3137,4.537,-0.6597,671.9206,0.9681,0.6594,0.3725
"Gaia DR3 65276703967256320",65276703967256320,56.44353065569787,24.214021801884602,,,,,20.800333,1.6507664,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276703968959488",65276703968959488,56.435155513167,24.22010548147908,7.563215718435812,20.574860698295357,-47.20036506838736,1.2293495,10.392956,0.92116547,-31.98658,"NOT_AVAILABLE",2,true,true,true,false,false,true,true,5743.281,4.3187,-0.1965,131.1066,0.2788,0.2323,0.1249
"Gaia DR3 65276734031987200",65276734031987200,56.45020672410708,24.219673799935993,-0.6326477471916202,-0.6554270437096529,-1.0746112418900011,1.3021414,20.27762,0.8384571,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276734031989888",65276734031989888,56.454986998093766,24.22333285342088,-0.2489339977517247,1.0303841172579957,-9.456127310944504,0.9983031,18.575499,1.2007065,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4729.0737,4.8898,-1.8486,1565.9012,0.0075,0.0059,0.0032
"Gaia DR3 65276772686733440",65276772686733440,56.4608080373776,24.224747470437944,-3.3137171972717843,-5.5990836766513254,-1.7742313055988133,1.04925,20.820967,1.3956261,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276772687884544",65276772687884544,56.47922254176663,24.223729971086158,6.830993138718319,20.438700248688043,-46.25544176823606,3.8334925,15.964371,3.0608845,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 65276802751471104",65276802751471104,56.47279413606738,24.233507671207143,0.8821543261925208,5.099760381101623,-6.537645420794748,1.003151,19.065836,1.9301662,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276807045438976",65276807045438976,56.48579507301422,24.232716923664416,0.8575723365636639,2.420590912188448,1.9773908936428601,1.015342,20.084217,1.7564526,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276807047621376",65276807047621376,56.477240333353606,24.23111642579923,0.5966952489383741,-1.2642813633500911,-7.587685050983703,1.0447978,16.290134,1.17552,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5322.8276,4.4397,-1.0638,1204.0898,0.6504,0.5249,0.2862
"Gaia DR3 65276837111207168",65276837111207168,56.460515476626675,24.228728777708017,1.161705220658541,-0.36043310235213033,-5.002522491395582,0.9278765,19.654882,2.6729546,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276837111212160",65276837111212160,56.45673333971994,24.239243891430384,0.7638509891725833,-5.512829929707716,-2.1678589540634197,1.0210559,19.875496,2.2098541,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276875767097344",65276875767097344,56.46139822704301,24.243662664820317,0.18400232909329106,-0.566441563818082,-0.09048148431774115,1.0416045,17.444963,1.2347336,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4807.717,4.8568,-2.3825,959.629,0.2604,0.2055,0.1121
"Gaia DR3 65276875767286144",65276875767286144,56.472870033213525,24.245171034669106,2.6564306847693553,0.16945293601476696,-8.42165954851026,1.0400851,20.702677,0.54538727,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276905830648320",65276905830648320,56.374434585845,24.182272358203193,0.1337234511074022,-0.32896720233604526,-0.617114309061147,0.98589194,18.202791,0.9629326,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4986.906,4.8677,-3.1793,1600.7281,0.0088,0.0071,0.0039
"Gaia DR3 65276910125685248",65276910125685248,56.37797357740662,24.182711612673213,,,,,20.989838,1.3629684,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276910125886592",65276910125886592,56.380337429246275,24.186681214536772,,,,,21.049137,0.25471306,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276944484430080",65276944484430080,56.39242334570286,24.186719684601005,-0.1761146209688012,-0.13095930551373952,-1.741923382802252,0.9864669,19.81203,1.1977272,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276974550136192",65276974550136192,56.37968705308833,24.195765003445757,0.9353004226772189,5.095655480222324,-2.7242308603866014,1.0384147,19.872686,1.9730511,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276978844169600",65276978844169600,56.370650489192606,24.196159777542416,1.9456623943392792,43.22976432731859,-59.26106136853947,1.0616182,18.323542,2.3960037,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3439.9656,4.6302,-0.7416,403.1046,0.8818,0.5882,0.3406
"Gaia DR3 65276978846323200",65276978846323200,56.369028783563955,24.199526537434565,0.8954357500323592,3.8122582143527763,-2.861713171183088,1.1132178,19.65477,2.02915,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65276978846323456",65276978846323456,56.3743821873912,24.195504107943584,0.5379304146438916,3.9684270618914486,-0.5053972556834937,0.931012,15.433586,1.3373547,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5097.905,4.1696,-0.6101,1128.825,0.8347,0.6587,0.3563
"Gaia DR3 65277043269613824",65277043269613824,56.40438118880828,24.19639318091729,2.3355309587603372,-14.754674881688128,-61.99734883581279,0.97411644,19.379602,2.3384743,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277043269624320",65277043269624320,56.3979033336378,24.208344911217058,-0.03939257291413281,-0.8987553151466713,-3.6263748159836506,0.97159344,19.256266,1.6059093,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277047564377728",65277047564377728,56.39995881631497,24.20452340201814,-0.06296298050496535,-0.5343828347723889,-0.664671940009787,1.0247183,20.028524,1.0062428,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277077629367936",65277077629367936,56.41112043247834,24.215247112183604,0.9027055633802791,0.9652293016290666,-1.98686006392142,1.0665102,19.091963,1.8732033,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277150643861376",65277150643861376,56.39665624786672,24.226754663381776,,,,,20.81467,1.4298801,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277185004753280",65277185004753280,56.35866006038376,24.20545950945528,0.3271799158512421,-0.23867352259361863,1.6982064555786105,1.0812296,18.08283,1.3488636,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4328.1396,4.7413,-2.5076,908.5568,0.0054,0.0041,0.0022
"Gaia DR3 65277185004754176",65277185004754176,56.36407009365196,24.19853629797932,0.6727811847085422,4.911307759799841,-6.463704729164899,0.97891706,15.592003,1.0962849,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5772.0947,4.4489,-0.5078,1002.5076,0.7186,0.5911,0.3208
"Gaia DR3 65277219362331648",65277219362331648,56.371552629459,24.214731048774052,0.2428924991228192,3.3014006806742238,-0.37690609582869167,1.0099919,20.572506,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277219364489472",65277219364489472,56.37177175781493,24.2142532809436,0.24765260070540124,-0.9024645667138073,-0.7466220676780602,0.94771796,16.846994,1.1312447,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4907.78,4.3908,-1.5387,1541.5032,0.1867,0.1494,0.0813
"Gaia DR3 65277253723076352",65277253723076352,56.35193375725817,24.212547235411265,,,,,20.873941,1.9185333,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277288083965440",65277288083965440,56.362565200348286,24.223855835185006,4.285596962274736,27.440481149623007,-51.535370582882734,1.009561,17.150494,2.7298346,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3443.9468,4.8099,0.0379,242.3947,0.9617,0.6185,0.3994
"Gaia DR3 65277322441539712",65277322441539712,56.38265741487001,24.219804589021354,-0.6186924673891507,0.474858502844759,-4.244615394723475,0.94641274,20.098696,1.1161861,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277352507287296",65277352507287296,56.38990138563489,24.238408732849855,0.2966194934530327,4.869526057950618,-2.395014467798132,1.0111878,20.572678,1.1547146,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277386867024384",65277386867024384,56.37377666008233,24.236053166935918,-0.790503078101808,1.6813716655570414,-0.3277170104428744,1.027952,19.864824,1.1402988,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277386867025152",65277386867025152,56.37437708999759,24.238010304334225,0.16767205221209486,1.2628679673293686,-1.1104826777414858,1.018854,19.125114,1.1066208,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277391163806080",65277391163806080,56.37630077886094,24.230364765427165,0.16918225303312048,-1.2134247176366915,-0.6835927595300904,1.0396006,19.956614,1.5276566,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277734759144192",65277734759144192,56.39552796276726,24.24416468384799,-0.6334525801287005,-1.0206059545729738,1.2088843950704364,1.0354983,20.33942,1.9050293,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277734759415168",65277734759415168,56.39577983129482,24.242780439390597,2.5709778125868565,-0.9008815555524738,3.3748442510530934,1.209248,20.567596,1.5119247,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277764824164992",65277764824164992,56.4147272536496,24.257936011419215,0.7081866666766929,4.134258289281623,0.8216331972052247,1.2837545,16.806171,1.3335934,,"NOT_AVAILABLE",0,true,false,false,false,false,false,true,,,,,,,
"Gaia DR3 65277769118121984",65277769118121984,56.41423758704029,24.258381564997826,-0.03373079815147496,6.727254185328346,-4.700732606487409,1.0430126,19.946121,0.4661789,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277769118880896",65277769118880896,56.411803402700514,24.260582076261542,-0.7713343742926211,3.2106474673102063,-11.071272333059051,1.0586658,20.194798,1.9419518,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277769120848128",65277769120848128,56.41503587459594,24.25798511645672,0.659070386570873,4.4867493791791135,0.5278987072633251,1.0827982,17.47599,,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277803478893568",65277803478893568,56.38640675518474,24.2561295877863,0.18452178952655873,-2.9100888734108805,-2.4308033071867357,1.0812672,20.555553,1.8588581,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277803480666368",65277803480666368,56.39493516135853,24.253516557885053,,,,,21.197687,1.6342373,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277837839772928",65277837839772928,56.40608410989061,24.264203397164383,0.9926092962630879,4.394466659469995,0.36917201765027796,1.0546517,12.972456,1.4939423,13.976067,"NOT_AVAILABLE",0,true,true,false,false,false,false,true,,,,,,,
"Gaia DR3 65277837839773440",65277837839773440,56.39885253226722,24.266602000058754,-0.07722570447794075,1.3714259650872027,-1.5541632746192788,0.97058594,19.699219,1.4190807,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277867905063808",65277867905063808,56.42263179036794,24.27007527386793,-0.09695036450918118,-0.6571132147847755,1.252252291691093,2.0901737,18.686178,1.3529339,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277872199508352",65277872199508352,56.43013429152443,24.269935214243652,3.7521413590358605,2.6387410852287108,-26.928805893175372,0.92552555,11.673903,0.9483032,26.256638,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5742.417,4.2181,-0.1761,262.5449,0.3559,0.2957,0.159
"Gaia DR3 65277902263135104",65277902263135104,56.4420248888277,24.27759154213594,0.3531493957367484,0.42702149034343706,-0.7219289267935645,1.1211022,18.005785,0.9226284,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,5139.113,4.7861,-3.5253,1706.6674,0.0534,0.0434,0.0239
"Gaia DR3 65277906557041408",65277906557041408,56.443126344131336,24.277249942284147,0.3559627338835286,0.10764788351585824,-1.1107317369835172,1.0007741,18.660305,0.8771744,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,5282.498,4.7943,-3.5958,2597.8438,0.0073,0.006,0.0033
"Gaia DR3 65277906557833344",65277906557833344,56.4427541713497,24.278736203909542,-2.699839814518918,2.9364117347472094,1.9303296866243818,0.97336096,20.805273,0.98314095,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277906557881088",65277906557881088,56.43443540939654,24.268585106581476,2.084456535224336,-0.708227639660797,-4.749599984903332,0.9434354,20.362106,1.9464664,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277936622867328",65277936622867328,56.40819975943101,24.272872085372704,1.5640070279860772,-15.542302547308182,0.5470408441858088,0.9534868,18.577133,2.3522778,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,3400.3843,4.4661,-1.151,411.3616,0.8509,0.5701,0.322
"Gaia DR3 65277940916797184",65277940916797184,56.41496448424509,24.275898041478836,0.8153680264753091,-1.487140294757292,-2.094708982737997,1.0073804,19.030502,1.2660904,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65277940916798464",65277940916798464,56.41302286619094,24.27531863385744,0.5954694299092307,2.500978519979612,-3.457581933093076,1.0398088,18.89158,1.2640648,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4533.9375,4.9129,-1.7281,1526.8107,0.0098,0.0076,0.0041
"Gaia DR3 65277940918985216",65277940918985216,56.41039865421897,24.280124266421353,0.9875918680125723,9.786951197818038,-0.7823556260678302,1.0427194,15.948802,1.2490292,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5285.2886,4.5938,-0.5066,779.9379,0.7604,0.6077,0.328
"Gaia DR3 65277975278720000",65277975278720000,56.42380622046796,24.293073057359152,0.8491031432485449,-0.8495376780830631,-4.608278022983328,1.0799718,16.892378,1.506607,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,4720.532,4.6725,-0.3398,826.17,0.6954,0.5322,0.2828
"Gaia DR3 65277975278721152",65277975278721152,56.42257638294714,24.288391329066016,8.71673384653804,13.245793148969648,-46.990916480869856,8.587495,9.320018,0.72376823,3.169724,"NOT_AVAILABLE",0,true,true,true,false,false,true,true,6485.2305,4.2163,-0.5845,128.5488,0.3189,0.2758,0.1495
"Gaia DR3 65277975278721408",65277975278721408,56.4177969686723,24.28890740696102,7.476717798256291,21.796597384732486,-45.31177658951856,0.88658035,16.776691,2.6368952,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3281.2756,4.9423,-0.1022,134.0272,0.7532,0.4738,0.3162
"Gaia DR3 65277975278721664",65277975278721664,56.421575180397355,24.28463312223947,0.8654993040110815,-4.76102461561964,-0.7025999149132456,1.118205,14.937999,1.1056166,,"NOT_AVAILABLE",0,true,true,false,false,false,true,true,5891.595,4.2374,-0.4149,980.5578,0.8438,0.695,0.3774
"Gaia DR3 65278005342310784",65278005342310784,56.50967822915089,24.2265836289253,1.1089232295352718,11.078484552807122,4.763831212264319,1.0333663,19.205292,2.5243034,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278009636274176",65278009636274176,56.51529473536572,24.22287258624944,0.2735358284244822,14.732245963257652,-2.6219305148580307,1.0728148,20.303154,1.7133026,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278039702054400",65278039702054400,56.523974934457684,24.238372013606895,-0.6461975388526383,0.20455024320536835,-2.147928539896559,1.0374492,20.21551,1.1571083,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278043997052288",65278043997052288,56.52055045187951,24.23431000582181,3.3386223998083078,0.9408226991576054,-2.895067821323096,1.0820096,20.636816,1.579586,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278108421535744",65278108421535744,56.50967248726066,24.245603933364155,0.08195872763216298,0.5438400892737747,-1.0646019919428087,0.9538485,18.75691,1.0614891,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,4906.8745,4.8799,-2.266,1967.1115,0.0075,0.006,0.0033
"Gaia DR3 65278112716732544",65278112716732544,56.51544995237706,24.248874720192454,-1.5261621143975101,-4.621896814491993,-5.3819412773380195,1.128206,20.647585,1.4344234,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278112717675264",65278112717675264,56.514557928108864,24.23613707524592,0.4164829653374198,1.8726188550218985,-6.034904565649447,0.997369,16.349218,1.2118826,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,5034.748,4.3324,-1.5794,1307.2582,0.4316,0.3438,0.1868
"Gaia DR3 65278147076267520",65278147076267520,56.5428147300599,24.24342366085985,,,,,20.780354,0.9795704,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278250156622336",65278250156622336,56.53446382673579,24.274281433427642,0.32874333107057524,1.0829824721151882,-0.5039770806559245,1.084406,18.137358,1.3547535,,"NOT_AVAILABLE",0,false,false,false,false,false,true,true,4352.8237,4.8308,-1.8399,968.5422,0.0047,0.0036,0.0019
"Gaia DR3 65278280220223488",65278280220223488,56.4941867922239,24.238802172570537,0.1698653207242109,-0.5806903492196211,-0.8291513695190053,1.0551249,18.324253,1.0188236,,"NOT_AVAILABLE",0,false,false,false,false,false,true,false,5135.1675,4.7862,-3.4948,1920.6362,0.1475,0.1198,0.066
"Gaia DR3 65278284514166016",65278284514166016,56.4892517625579,24.246816304214896,1.838184329355577,27.05735655349161,-11.471143494809239,1.0754206,19.796612,2.4618835,,"NOT_AVAILABLE",0,false,false,false,false,false,false,false,,,,,,,
"Gaia DR3 65278284516368256",65278284516368256,56.491786523281874,24.23940915513802,2.439781116901799,18.50690714052738,-17.87635727496837,1.0600309,16.704704,2.0350113,,"NOT_AVAILABLE",0,true,false,false,false,false,true,true,3709.7898,4.4153,-1.0237,382.1844,0.7551,0.5268,0.2868
